,school_id,mean,intervention,remoteness_index,cct_percentage,student_classroom_ratio,student_teacher_ratio,pwd_total,female_percentage,male_percentage,pca
0,104408,16.39,1,0.001920619,0.020900322,0.004487152,0.032395833,0,0.36227224,0.309485531,0.000999999
1,104409,18.342,0,0.001748571,0.003261579,0.004235427,0.034527027,0,0.369210698,0.29419439,0.001000055
2,104410,14.338,1,0.004543476,0.016877637,0.004396461,0.028214286,0,0.382559775,0.292194093,0.000999999
3,104411,17.934,0,0.008398758,0.005509642,0.002356837,0.03025,0,0.365472911,0.296143251,0.000999999
4,104412,14.04,1,0.002622856,0.003367003,0.004537226,0.029117647,0,0.35016835,0.304713805,0.000999999
5,104415,13.766,1,0.003497142,0.130357143,0.004277519,0.031111111,0,0.354761905,0.3,0.000999999
6,104416,16.44,1,0.002973975,0.190348526,0.003874821,0.029603175,0,0.374441466,0.294906166,0.000999999
7,104417,17.254,0,0.004199379,0.007042254,0.002048796,0.014791667,0,0.291079812,0.348591549,0.000999999
8,104418,16.602,1,0.002450808,0.045219638,0.00478602,0.029318182,0,0.391042205,0.274547804,0.001000055
9,104420,14.872,1,0.020547464,0.009987516,0.003852314,0.030340909,0,0.334581773,0.312109863,0.000999999
10,104421,15.5,1,0.022303058,0.046728972,0.003473575,0.02547619,0,0.370716511,0.275700935,0.001000055
11,104422,16.576,1,0.023749666,0.444444444,0.00200345,0.015,0,0.333333333,0.324074074,0.000999999
12,104423,15.968,1,0.022303058,0.169078446,0.004158472,0.026686992,0,0.36405179,0.290175171,0.001000055
13,104424,17.208,0,0.014251204,0.034567901,0.003756469,0.024107143,0,0.350617284,0.298765432,0.000999999
14,104425,14.492,1,0.022303058,0.152777778,0.001869887,0.02,0,0.351851852,0.298611111,0.000999999
15,104426,13.846,1,0.062990688,0.666666667,0.002114753,0.011875,0,0.339181287,0.307017544,0.001000919
16,104427,15.444,1,0.0299434,0.517241379,0.002151854,0.013809524,0,0.333333333,0.293103448,0.000999999
17,104428,13.618,1,0.022303058,0.06504065,0.003549323,0.029285714,0,0.306233062,0.325203252,0.000999999
18,104429,13.416,1,0.049634134,0,0.002726919,0.0175,0,0.321995465,0.329931973,0.000999999
19,104430,18.022,0,0.025347256,0.073578595,0.002426633,0.027685185,0,0.363433668,0.301003344,0.001000055
20,104431,15.794,1,0.024788978,0.111111111,0.004674718,0.03,0,0.383597884,0.275793651,0.000999999
21,104432,13.39,1,0.034901195,0.373961219,0.003906419,0.030083333,0,0.352723915,0.315789474,0.001000055
22,104433,12.77,1,0.043085771,0,0.002281707,0.017083333,0,0.379403794,0.300813008,0.000999999
23,104434,13.086,1,0.03311049,0.208333333,0.002077652,0.017142857,0,0.37962963,0.28125,0.001000055
24,104435,14.134,1,0.03021025,0.182471264,0.007531489,0.030526316,0,0.340038314,0.32112069,0.000999999
25,104436,11.2,1,0.025449081,0.375968992,0.003045649,0.026875,0,0.397932817,0.298449612,0.000999999
26,104437,13.754,1,0.031930731,0.031690141,0.003073194,0.029583333,0,0.354460094,0.286971831,0.000999999
27,104438,10.95,1,0.055336301,0.081967213,0.001980262,0.010166667,0,0.306010929,0.385245902,0.001000919
28,104439,11.4,1,0.031390009,0.725,0.001038826,0.008333333,0,0.283333333,0.35,0.001000919
29,104440,14.682,1,0.026151318,0,0.003415141,0.027395833,0,0.377693283,0.287072243,0.001000055
30,104441,14.4,1,0.047190348,0.689655172,0.002259447,0.0145,0,0.413793103,0.264367816,0.000999999
31,104442,13.134,1,0.022303058,0.675213675,0.003038566,0.013928571,0,0.358974359,0.307692308,0.000999999
32,104446,14.676,1,0.014662715,0.352517986,0.0022562,0.014479167,0,0.340527578,0.338129496,0.000999999
33,104447,13,1,0.023749666,0,0.0019849,0.012738095,0,0.380062305,0.303738318,0.000999999
34,104448,13.346,1,0.024367635,0.272727273,0.002499675,0.018333333,0,0.298701299,0.350649351,0.000999999
35,104449,13,1,0.022303058,0.00462963,0.004006901,0.025714286,0,0.388888889,0.284722222,0.000999999
36,104450,15.746,1,0.02023848,0.276752768,0.003519024,0.028229167,0,0.371463715,0.289667897,0.000999999
37,104451,13.1,1,0.039967838,0.56,0.002164221,0.010416667,0,0.373333333,0.31,0.000999999
38,104452,14.89,1,0.036993862,0.242957747,0.003352575,0.033809524,0,0.361502347,0.286971831,0.000999999
39,104453,13.438,1,0.039132175,0.030418251,0.004268926,0.027395833,0,0.342205323,0.307984791,0.001000055
40,104454,12.756,1,0.041558405,0.171428571,0.003408648,0.014583333,0,0.336507937,0.314285714,0
41,104455,13.964,1,0.032864707,0.113821138,0.004355987,0.029285714,0,0.362240289,0.2899729,0.001000975
42,104457,13.598,1,0.037524052,0.117647059,0.004544864,0.030989583,0,0.341736695,0.310084034,0.000999999
43,104458,16.334,1,0.040069662,0.005681818,0.002856772,0.024444444,0,0.306818182,0.329545455,0.001000919
44,104459,14.782,1,0.035231247,0.011331445,0.004167109,0.026742424,0,0.360717658,0.314447592,0.000999999
45,104460,13.994,1,0.03701493,0.214285714,0.00401463,0.029444444,0,0.392632525,0.26819407,0.000999999
46,104461,14.434,1,0.048619401,0.490909091,0.003570965,0.018333333,0,0.357575758,0.295454545,0.000999999
47,104462,13.686,1,0.043363155,0.297455969,0.004423668,0.026614583,0,0.340508806,0.304305284,0.001000055
48,104463,19.906,0,0.005761857,0.242718447,0.002229148,0.014305556,0,0.278317152,0.378640777,0.000999999
49,104464,15.77,1,0.012225952,0.248192771,0.003368069,0.024702381,0.009009009,0.356626506,0.322891566,0.000999999
50,104465,14.11,1,0.021558686,0.338983051,0.002553781,0.014047619,0,0.350282486,0.330508475,0.000999999
51,104466,17.4,0,0.010491426,0.12605042,0.002207506,0.016527778,0,0.476190476,0.231092437,0.000999999
52,104467,15.03,1,0.010821477,0.223974763,0.004573721,0.033020833,0,0.347003155,0.313880126,0.000999999
53,104468,11.96,1,0.009789188,0.25,0.00197377,0.015833333,0,0.421052632,0.276315789,0.000999999
54,104469,18.362,0,0.011853766,0.01270648,0.005109726,0.032791667,0,0.321050402,0.32592122,0.000999999
55,104470,18.346,0,0.004887572,0.208819715,0.003850649,0.026770833,0,0.373540856,0.280155642,0.001000055
56,104471,15.82,1,0.006112976,0.07480315,0.004122841,0.026458333,0,0.37007874,0.289370079,0.000999999
57,104472,16.324,1,0.005589809,0.192893401,0.003197637,0.018240741,0,0.358714044,0.302030457,0.000999999
58,104473,21.316,0,0.004543476,0.243654822,0.002842344,0.023452381,0,0.318104907,0.342639594,0.000999999
59,104474,18.62,0,0.004371427,0.291666667,0.002337359,0.012,0,0.314814815,0.354166667,0.000999999
60,104475,16.462,1,0.006636143,0.413333333,0.003246332,0.015625,0.001001001,0.36,0.296666667,0.000999999
61,104476,20,0,0.008570807,0,0.002986625,0.010648148,0,0.27826087,0.347826087,0.000999999
62,104477,16.076,1,0.012970323,0.324022346,0.002905467,0.021309524,0,0.346368715,0.296089385,0.000999999
63,104478,20.84,0,0.00505962,0.140909091,0.002856772,0.022916667,0,0.36969697,0.297727273,0.000999999
64,104479,19,0,0.006292046,0.298850575,0.00338917,0.031071429,0,0.416347382,0.285440613,0.001000055
65,104480,19.446,0,0.006464095,0.136150235,0.003073194,0.025357143,0,0.391236307,0.286384977,0.000999999
66,104481,21.934,0,0.009086951,0.227848101,0.002051682,0.016458333,0,0.362869198,0.303797468,0.001000055
67,104482,18.326,0,0.004887572,0.264840183,0.004062552,0.026071429,0,0.401826484,0.255707763,0.000999999
68,104483,17.514,0,0.009431047,0.322981367,0.003484396,0.019166667,0,0.339544513,0.295031056,0.001000919
69,104484,13.938,1,0.005761857,0.058823529,0.002943341,0.014166667,0,0.308823529,0.327205882,0.000999999
70,104485,24,0,0.004887572,0.288659794,0.002099294,0.020208333,0,0.357388316,0.345360825,0.000999999
71,104486,18.8,0,0.003655145,0.442748092,0.002430111,0.015595238,0,0.402035623,0.267175573,0.000999999
72,104487,12,1,0.006292046,0.182170543,0.00372246,0.030714286,0,0.341085271,0.313953488,0.000999999
73,104488,16.178,1,0.004020309,0.316513762,0.003538501,0.025952381,0,0.397553517,0.28440367,0.000999999
74,104489,14.62,1,0.005589809,0.143835616,0.002708368,0.015208333,0,0.351598174,0.311643836,0.000999999
75,104490,16.696,1,0.003311049,0.100806452,0.004600516,0.02952381,0,0.36827957,0.29233871,0.000999999
76,104491,15.95,1,0.017292594,0.058823529,0.002759382,0.014166667,0,0.4,0.270588235,0.000999999
77,104492,16.634,1,0.003146023,0,0.002441241,0.019583333,0,0.290780142,0.335106383,0.000999999
78,104493,20.266,0,0.015077035,0,0.003938882,0.0284375,0,0.383394383,0.3003663,0.000999999
79,104494,12.166,1,0.014002612,0.211538462,0.001125395,0.010833333,0,0.384615385,0.278846154,0.000999999
80,104495,17.284,0,0.002443786,0.382022472,0.002889235,0.021190476,0,0.359550562,0.314606742,0.000999999
81,104496,16.734,1,0.00366919,0.182156134,0.004657404,0.028020833,0,0.360594796,0.295539033,0.001000055
82,104497,15.766,1,0.005933905,0.314285714,0.001817946,0.014583333,0,0.361904762,0.285714286,0.000999999
83,104498,18.434,0,0.005410739,0,0.002193077,0.018095238,0,0.342105263,0.319078947,0.001000055
84,104499,17.6,0,0.004543476,0.224137931,0.002824309,0.020714286,0,0.383141762,0.25862069,0.000999999
85,104500,18.496,0,0.008735832,0.439153439,0.003067783,0.0196875,0,0.391534392,0.283068783,0.000999999
86,104501,18.906,0,0.006966194,0.00952381,0.002726919,0.014583333,0,0.323809524,0.304761905,0.000999999
87,104502,16.96,0,0.007682476,0.282157676,0.004470662,0.026777778,0,0.380359613,0.27593361,0.000999999
88,104503,21.4,0,0.002973975,0,0.002380643,0.026190476,0,0.36969697,0.293181818,0.000999999
89,104504,17.256,0,0.003146023,0.024765158,0.003041163,0.032527778,0,0.384856248,0.269854825,0.001000055
90,104505,17.666,0,0.008735832,0.363636364,0.001714063,0.01375,0,0.313131313,0.363636364,0.000999999
91,104506,17.096,0,0.004529431,0.211409396,0.002976636,0.024833333,0,0.37360179,0.295302013,0.000999999
92,104507,16.066,1,0.00349012,0,0.003419469,0.0246875,0,0.357243319,0.29535865,0.001000055
93,104508,14.81,1,0.006966194,0.058510638,0.003051552,0.022380952,0,0.354609929,0.29787234,0.000999999
94,104509,16.816,1,0.003311049,0.025974026,0.002499675,0.016041667,0,0.424242424,0.279220779,0.000999999
95,104510,16.22,1,0.010512493,0.0078125,0.001662122,0.021333333,0,0.307291667,0.3203125,0.000999999
96,104511,16.27,1,0.014318619,0.625668449,0.004856512,0.022261905,0,0.363636364,0.288770053,0
97,104512,20.178,0,0.006292046,0.314102564,0.00225079,0.018571429,0,0.358974359,0.298076923,0.000999999
98,104513,14.176,1,0.001397452,0.184210526,0.001644808,0.015833333,0,0.368421053,0.289473684,0.000999999
99,104514,18.8,0,0.038896926,0.65060241,0.002155564,0.017291667,0,0.345381526,0.34939759,0.000999999
100,104515,14.756,1,0.10808837,0.266666667,0.003165173,0.023214286,0,0.430769231,0.241025641,0.000999999
101,104516,15.178,1,0.015280684,0.408482143,0.004155305,0.026666667,0,0.328869048,0.322544643,0.000999999
102,104517,26.664,0,0.185194028,0,0.001850409,0.020357143,0,0.354775828,0.292397661,0
103,104518,17.876,0,0.008328535,0.356589147,0.003350214,0.017916667,0,0.403100775,0.271317829,0.000999999
104,104519,15.63,1,0.00505962,0.107806691,0.003493053,0.028020833,0,0.359355638,0.299256506,0.000999999
105,104520,14.732,1,0.003565961,0.211372064,0.004377137,0.030643939,0,0.384837248,0.281211372,0.000999999
106,104521,11.8,1,0.013602337,0.588235294,0.001103753,0.004722222,0,0.431372549,0.176470588,0.000999999
107,104522,15.134,1,0.00594795,0.462686567,0.002900056,0.018611111,0,0.388059701,0.291044776,0.000999999
108,104523,13.764,1,0.004708501,0.171270718,0.00293793,0.021547619,0,0.2946593,0.350828729,0.000999999
109,104524,15.554,1,0.002168509,0.06557377,0.003465459,0.029652778,0,0.348165496,0.309133489,0.000999999
110,104525,16.426,1,0.097070266,0.452380952,0.001817946,0.00875,0,0.428571429,0.273809524,0
111,104526,13.482,1,0.002443786,0.219230769,0.004220231,0.027083333,0,0.364102564,0.298076923,0.000999999
112,104527,15.158,1,0.001397452,0.166153846,0.004220231,0.030092593,0,0.385641026,0.289230769,0.000999999
113,104528,16.564,1,0.001748571,0.054317549,0.003453135,0.029916667,0,0.317548747,0.329387187,0.000999999
114,104529,14.79,1,0.001542113,0.021621622,0.003002857,0.025694444,0,0.327927928,0.332432432,0.001000055
115,104530,17.342,0,0.002092667,0.01317716,0.004031354,0.02995614,0,0.368960469,0.295021962,0.001000055
116,104531,19.158,0,0.005224646,0.209150327,0.002483444,0.02125,0,0.374727669,0.320261438,0.000999999
117,104532,15.216,1,0.002092667,0.238709677,0.005031814,0.032291667,0,0.34516129,0.316935484,0.001000055
118,104533,15.534,1,0.016109324,0,0.007012076,0.0225,0,0.487654321,0.24537037,0.000999999
119,104534,10.8,1,0.002794905,0.308219178,0.003791715,0.017380952,0,0.369863014,0.297945205,0.000999999
120,104535,15.684,1,0.002233115,0.015240328,0.004615201,0.032310606,0,0.379835873,0.288393904,0.000999999
121,104538,24.7,0,0.005603854,0.315533981,0.003821396,0.028611111,0,0.398058252,0.279126214,0.000999999
122,104539,21.986,0,0.001748571,0.020833333,0.004592705,0.031111111,0,0.36739418,0.283978175,0.001000055
123,104540,15.134,1,0.002966953,0.274590164,0.003960525,0.029047619,0,0.37431694,0.288934426,0.000999999
124,104541,16.28,1,0.006067331,0.203125,0.00433597,0.035555556,0,0.3515625,0.298177083,0.001000055
125,104542,18.646,0,0.004848949,0.425876011,0.004379597,0.034351852,0,0.368373765,0.296495957,0.001000055
126,104543,13.176,1,0.031239028,0.653225807,0.002683634,0.017222222,0,0.408602151,0.266129032,0.000999999
127,104544,20.3,0,0.003349672,0.023178808,0.004357298,0.035952381,0,0.399558499,0.271523179,0.001000055
128,104545,17.292,0,0.004676901,0.302681992,0.004236463,0.03625,0,0.332056194,0.325670498,0.000999999
129,104546,17.516,0,0.003170602,0.174825175,0.003979075,0.0275,0,0.352758353,0.301864802,0.001000055
130,104547,14.6,1,0.030378787,0.47107438,0.002244606,0.020166667,0,0.369146006,0.301652893,0.000999999
131,104548,18.682,0,0.003584922,0.14084507,0.003457343,0.025357143,0,0.381846635,0.302816901,0.001000055
132,104549,14.378,1,0.012159239,0.267326733,0.002185863,0.016833333,0,0.415841584,0.282178218,0.000999999
133,104550,17.584,0,0.01133411,0.430683919,0.004132389,0.030055556,0,0.356130622,0.302218115,0.001000055
134,104551,16.538,1,0.007538518,0.003367003,0.005142189,0.0309375,0,0.358024691,0.304713805,0.001000055
135,104552,17.946,0,0.000771057,0.043296089,0.005025672,0.035098039,0.007507508,0.371741155,0.278456704,0.001000055
136,104553,15.826,1,0.004543476,0,0.003992988,0.029285714,0,0.352303523,0.308943089,0.000999999
137,104554,15.248,1,0.001920619,0.07788162,0.006412754,0.029722222,0,0.356178609,0.298286604,0.001000055
138,104555,20.134,0,0.00349012,0.205521472,0.004233216,0.027166667,0,0.357873211,0.308282209,0.000999999
139,104556,15.822,1,0.001397452,0.01192053,0.005299417,0.034953704,0,0.379690949,0.279139073,0.001000055
140,104557,17.396,0,0.002622856,0.00119403,0.005437606,0.034895833,0,0.374925373,0.289850746,0.001000055
141,104559,14.896,1,0.0118959,0,0.002889235,0.0278125,0,0.374531835,0.282771536,0.001000055
142,104560,14.28,1,0.003924102,0.008247423,0.004198589,0.025260417,0,0.349140893,0.304123711,0.000999999
143,104561,14.448,1,0.000943105,0,0.004298827,0.032760417,0,0.372019078,0.294117647,0.000999999
144,104562,16.218,1,0.001397452,0.243727599,0.004528633,0.03875,0,0.410991637,0.265232975,0.001000055
145,104563,15.422,1,0.000874285,0.003984064,0.004074146,0.029880952,0,0.395750332,0.278884462,0.001000055
146,104564,15.842,1,0.002271738,0.004651163,0.00372246,0.027564103,0,0.331782946,0.305813953,0.000999999
147,104565,14.566,1,0.001679752,0.01585504,0.005460021,0.03344697,0,0.376745942,0.297848245,0.001000055
148,104566,17,0,0.007138242,0.29375,0.002597065,0.019047619,0,0.35,0.296875,0.001000055
149,104567,16.454,1,0.001748571,0,0.006103103,0.034970238,0,0.363120567,0.293617021,0.001000055
150,104568,15.29,1,0.001046334,0.010309278,0.004723413,0.0303125,0,0.357388316,0.310996564,0.001000055
151,104569,17.916,0,0.001920619,0.047016275,0.004787257,0.025601852,0,0.371308017,0.291139241,0.001000055
152,104570,16.69,1,0.005926883,0,0.005843397,0.03515625,0,0.32691358,0.319259259,0.000999999
153,104572,16.926,0,0.009273044,0.138373752,0.004334626,0.02781746,0,0.36424156,0.29957204,0.001000055
154,104573,14.704,1,0.003834216,0.041871921,0.003295027,0.026025641,0,0.359605911,0.307881773,0.001000055
155,104574,15.212,1,0.006534318,0.094420601,0.004322259,0.032361111,0,0.3490701,0.321888412,0.000999999
156,104575,18.088,0,0.004192357,0.000493097,0.004114725,0.030727273,0.001501502,0.369165023,0.273668639,0.001000055
157,104576,16.388,1,0.006498504,0.136546185,0.004041683,0.029642857,0,0.353413655,0.287148594,0.000999999
158,104577,14.884,1,0.007331358,0.10252996,0.00487599,0.032938596,0,0.358632934,0.298934754,0.000999999
159,104578,13.4,1,0.009273044,0.448888889,0.004869497,0.0234375,0,0.331851852,0.326666667,0.001000055
160,104579,14.052,1,0.00349012,0.107142857,0.002726919,0.023333333,0,0.321428571,0.3125,0.000999999
161,104580,16.252,1,0.004919172,0.046232877,0.004460842,0.027037037,0,0.364155251,0.285958904,0.001000055
162,104581,17.464,0,0.006980239,0.27014218,0.003914148,0.025119048,0,0.398104265,0.263033175,0.001000055
163,104582,13.76,1,0.007331358,0.005128205,0.003617341,0.027083333,0,0.338461538,0.312820513,0.000999999
164,104583,18.214,0,0.004006264,0.012102874,0.00429165,0.032401961,0,0.363086233,0.301059002,0.001000055
165,104584,15.076,1,0.006091909,0.076124567,0.003752759,0.034404762,0,0.341407151,0.297577855,0.000999999
166,104585,15.982,1,0.006112976,0.018461538,0.004689146,0.036111111,0,0.350769231,0.314615385,0.001000055
167,104586,14.968,1,0.011193663,0.305882353,0.003153579,0.023611111,0,0.333333333,0.317647059,0.000999999
168,104589,15.706,1,0.010491426,0.252173913,0.004977709,0.033823529,0,0.361352657,0.305797101,0.001000055
169,104590,15.086,1,0.007682476,0.378815081,0.005166305,0.029010417,0,0.348294434,0.297127469,0.000999999
170,104591,16.284,1,0.006615076,0.007926024,0.004468133,0.031541667,0,0.370761779,0.274768824,0.000999999
171,104592,16.298,1,0.009273044,0,0.003659501,0.032291667,0,0.365591398,0.27983871,0.000999999
172,104593,15.388,1,0.010491426,0.134790528,0.00445559,0.0305,0,0.354584092,0.289617486,0.000999999
173,104594,14.986,1,0.007331358,0.12137931,0.004954927,0.035539216,0,0.373333333,0.286896552,0.000999999
174,104595,19.722,0,0.009273044,0.007980846,0.005423538,0.034805556,0,0.355413674,0.304469274,0.001000055
175,104597,15.448,1,0.004006264,0.295819936,0.004038437,0.028796296,0,0.342979636,0.284565916,0.001000055
176,104598,14.272,1,0.009086951,0.466666667,0.006330347,0.027083333,0,0.376068376,0.284615385,0.000999999
177,104600,16.234,1,0.004146711,0.344173442,0.004355987,0.03075,0,0.357723577,0.300813008,0.001000055
178,104601,15.94,1,0.006292046,0.115241636,0.004366316,0.03202381,0,0.416356877,0.273234201,0.000999999
179,104602,18.466,0,0.016625469,0.138613861,0.003278795,0.016833333,0,0.323432343,0.351485149,0.000999999
180,104603,19.394,0,0.005575764,0.114114114,0.004324114,0.025227273,0,0.366366366,0.294294294,0.000999999
181,104604,19.55,0,0.002808949,0.032051282,0.004674718,0.027857143,0,0.388888889,0.277777778,0.000999999
182,104605,13.534,1,0.005052598,0.071264368,0.003765745,0.030208333,0,0.369348659,0.3,0.000999999
183,104606,17.24,0,0.004778725,0.137795276,0.004497645,0.03175,0,0.361329834,0.299868766,0.001000055
184,104607,14.872,1,0.00662912,0.362676056,0.004609791,0.029583333,0,0.396713615,0.288732394,0.000999999
185,104608,15.588,1,0.003795593,0.006118881,0.004951738,0.035308642,0,0.348484848,0.302447552,0.000999999
186,104609,17.106,0,0.005224646,0.109336609,0.00440419,0.032301587,0,0.372645373,0.280712531,0.001000055
187,104610,19.646,0,0.003139001,0.070099256,0.004757351,0.03124031,0,0.344913151,0.29869727,0.001000055
188,104611,14.672,1,0.009431047,0.012618297,0.005145436,0.037738095,0,0.309148265,0.339116719,0.000999999
189,104612,15.558,1,0.012928189,0.450292398,0.002775614,0.02375,0,0.389863548,0.298245614,0.000999999
190,104613,16.388,1,0.004192357,0.115714286,0.004328442,0.032407407,0,0.332380952,0.31,0.001000055
191,104615,15.506,1,0.006091909,0.273137698,0.004425,0.030763889,0,0.325056433,0.329571106,0.000999999
192,104616,17.36,0,0.010821477,0.336065574,0.00316842,0.01452381,0,0.360655738,0.290983607,0.000999999
193,104617,13.348,1,0.012225952,0.286231884,0.004479938,0.025555556,0,0.393719807,0.269927536,0.000999999
194,104618,16.306,1,0.004887572,0,0.003830671,0.021071429,0,0.331450094,0.313559322,0.000999999
195,104619,16.638,1,0.007682476,0,0.004303708,0.032222222,0,0.402298851,0.262931034,0.000999999
196,104620,15.664,1,0.004848949,0,0.002986625,0.030119048,0,0.316205534,0.308300395,0.000999999
197,104621,14.362,1,0.011502647,0.009874918,0.005479086,0.034211712,0,0.362958086,0.292955892,0.001000055
198,104622,17.392,0,0.003820171,0,0.005088625,0.030735294,0,0.318979266,0.322966507,0.000999999
199,104623,16.794,1,0.005582787,0.00280112,0.003311258,0.02975,0,0.33426704,0.329131653,0.000999999
200,104624,15.262,1,0.00349012,0.191578947,0.004934424,0.031666667,0,0.373333333,0.273684211,0.000999999
201,104625,18.922,0,0.003841238,0.1,0.004382548,0.025,0,0.343209877,0.305555556,0.000999999
202,104626,17.04,0,0.003820171,0.083870968,0.005031814,0.028703704,0,0.369892473,0.296774194,0.001000055
203,104627,17.556,0,0.00393604,0.131944444,0.004674718,0.025714286,0,0.347222222,0.300925926,0.000999999
204,104628,19.294,0,0.004662856,0.036945813,0.005857825,0.024166667,0,0.356321839,0.298029557,0.000999999
205,104629,13.618,1,0.008546228,0.387931035,0.002151854,0.016111111,0,0.373563218,0.275862069,0.000999999
206,104630,16.926,0,0.00449783,0,0.004512401,0.025740741,0,0.352517986,0.298561151,0.000999999
207,104631,16.454,1,0.004873527,0.002151694,0.004235039,0.033677536,0,0.374394836,0.29908553,0.000999999
208,104632,21.144,0,0.004076488,0.053622362,0.005173472,0.035630081,0.018518519,0.361285415,0.273816315,0.001000055
209,104633,16.836,0,0.00349012,0.067294751,0.004594332,0.02692029,0,0.382234186,0.285329744,0.000999999
210,104634,15.834,1,0.00763332,0,0.003765745,0.021145833,0,0.344827586,0.31773399,0.000999999
211,104635,17.25,0,0.011102372,0.003064592,0.005620791,0.033037383,0,0.364765048,0.281235266,0.000999999
212,104636,17.27,0,0.015407087,0,0.004125546,0.034346847,0,0.366775956,0.287213115,0.001000055
213,104637,16.778,1,0.009206331,0.022865854,0.005010808,0.033131313,0,0.367378049,0.294588415,0.001000055
214,104638,15.974,1,0.014332664,0.041666667,0.003947539,0.027142857,0,0.350877193,0.3125,0.001000055
215,104639,17.178,0,0.005270291,0,0.002447235,0.029166667,0,0.329251701,0.334693878,0.000999999
216,104640,14.722,1,0.009220376,0,0.004479938,0.027058824,0,0.353864734,0.298007246,0.001000055
217,104641,17.162,0,0.011832699,0,0.003582988,0.028219697,0,0.365995526,0.295302013,0.000999999
218,104642,19.264,0,0.005575764,0.025354534,0.005121501,0.032319444,0,0.375017906,0.284271594,0.000999999
219,104643,17.608,0,0.005551186,0.091265947,0.011026706,0.038598485,0,0.365718024,0.298822375,0.000999999
220,104644,14.058,1,0.005551186,0,0.004343592,0.032794118,0,0.348779273,0.298953662,0.000999999
221,104645,19.538,0,0.008595385,0,0.025191534,0.026944444,0,0.360824742,0.309278351,0.000999999
222,104646,17.722,0,0.005084198,0.0859375,0.002077652,0.03047619,0,0.348958333,0.3046875,0.000999999
223,104647,15.72,1,0.012556003,0.052336449,0.005343961,0.028763441,0,0.352647975,0.306074766,0.001000055
224,104648,15.386,1,0.013114282,0,0.004693268,0.026354167,0,0.371541502,0.301383399,0.001000055
225,104649,13.48,1,0.006137554,0.030651341,0.005980889,0.0261,0,0.348233291,0.30587484,0.001000055
226,104650,15.102,1,0.008012528,0.245901639,0.004526314,0.029047619,0,0.37431694,0.286885246,0.001000055
227,104651,16.784,1,0.016411286,0.527173913,0.0023893,0.025555556,0,0.351449275,0.293478261,0.001000975
228,104652,16.032,1,0.010628362,0.233333333,0.006292889,0.0328125,0,0.366137566,0.291269841,0.000999999
229,104653,18.654,0,0.014522268,0,0.004563415,0.025625,0,0.330623306,0.31504065,0.000999999
230,104654,17.826,0,0.008714765,0.104244694,0.005333973,0.035131579,0,0.37037037,0.281523096,0.001000055
231,104655,17.37,0,0.007661409,0.181818182,0.004785093,0.03412037,0,0.363636364,0.301899593,0.001000055
232,104656,16.924,0,0.013272286,0.352459016,0.004526314,0.029047619,0,0.366120219,0.284836066,0.000999999
233,104657,14.276,1,0.006091909,0.202531646,0.005861947,0.037619048,0,0.352320675,0.308544304,0.001000055
234,104658,14.864,1,0.008570807,0,0.005051292,0.036018519,0,0.366752356,0.29562982,0.000999999
235,104659,19.19,0,0.008570807,0.005479452,0.004308767,0.033796296,0,0.376255708,0.28630137,0.000999999
236,104660,14.354,1,0.009775144,0.236220472,0.005497122,0.021166667,0,0.341207349,0.318897638,0.000999999
237,104661,16.492,1,0.002577211,0.114927345,0.005173627,0.030039683,0,0.359313078,0.301849406,0.000999999
238,104662,14.37,1,0.012935212,0.070175439,0.00317213,0.020357143,0,0.37037037,0.286549708,0.000999999
239,104663,18.546,0,0.004006264,0.021512605,0.005150846,0.033961187,0,0.373557423,0.286386555,0.001000055
240,104664,18.064,0,0.004357383,0.007604563,0.003903018,0.030229885,0,0.353612167,0.291825095,0.000999999
241,104665,14.818,1,0.01328633,0.020958084,0.004337099,0.030925926,0,0.353293413,0.327844311,0.000999999
242,104666,15.142,1,0.009775144,0.203703704,0.004382548,0.032142857,0,0.362962963,0.292592593,0.001000055
243,104667,17.708,0,0.005231668,0.016925247,0.004384094,0.028134921,0,0.361071932,0.294076164,0.001000055
244,104668,15.454,1,0.009775144,0.192411924,0.005043774,0.032368421,0,0.368563686,0.298780488,0.001000055
245,104669,14.52,1,0.010835522,0.566901409,0.004609791,0.026296296,0,0.349765258,0.299295775,0.000999999
246,104670,15.464,1,0.018173902,0,0.003672992,0.0275,0,0.390572391,0.277777778,0.000999999
247,104671,13.708,1,0.016797517,0,0.003473575,0.029722222,0,0.386292835,0.287383178,0.000999999
248,104672,15.562,1,0.009775144,0,0.003621463,0.034861111,0,0.347941567,0.28685259,0.001000055
249,104673,16.56,1,0.009775144,0.231404959,0.003928061,0.033611111,0,0.385674931,0.275678867,0.001000055
250,104674,17.216,0,0.001920619,0.006451613,0.002515907,0.021527778,0,0.344086022,0.296774194,0.000999999
251,104675,17.536,0,0.002085645,0,0.00714193,0.033101852,0,0.361771562,0.306993007,0.001000055
252,104676,19.366,0,0.002443786,0,0.002970393,0.025416667,0,0.386156648,0.273224044,0.000999999
253,104677,17.76,0,0.003419896,0,0.002671267,0.02,0,0.310185185,0.340277778,0.000999999
254,104678,17.598,0,0.00349012,0.346524064,0.004336172,0.032465278,0,0.379322638,0.272727273,0.001000055
255,104679,19.974,0,0.001780172,0.001584786,0.005462494,0.032864583,0,0.379292129,0.272583201,0.000999999
256,104680,13.16,1,0.016109324,0.273584906,0.002294074,0.022083333,0,0.327044025,0.311320755,0.000999999
